BHK,Size,Bathroom,Area Type_Built Area,Area Type_Carpet Area,Area Type_Super Area,City_Bangalore,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Furnished,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Point of Contact_Contact Agent,Point of Contact_Contact Builder,Point of Contact_Contact Owner
2,1100,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3,1325,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,2200,4,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
2,1000,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,400,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1,600,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1,250,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,750,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,240,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,900,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
4,1600,4,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,500,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2,450,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,600,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1100,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3,1050,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
3,868,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2,1000,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,550,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,250,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,400,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
3,1000,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1,495,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
3,1700,3,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,400,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
2,65,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,500,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3,1050,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
2,500,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,800,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
3,1800,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,850,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,400,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2,800,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1500,3,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
1,500,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,650,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
3,920,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,600,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1,600,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,400,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,200,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,700,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1100,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,650,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1,650,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,340,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,1000,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,500,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,900,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,200,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,1140,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,800,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,680,4,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1,500,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1400,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2,831,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2,650,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1800,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,2000,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,700,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
3,140,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1,460,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3,240,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,625,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,600,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
2,1075,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,800,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1250,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,400,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3,1800,4,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,550,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2,590,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1100,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,200,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
3,1250,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,800,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2,1200,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,472,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
2,810,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,500,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,230,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,1250,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,800,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,700,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,400,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,980,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,800,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,900,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,2671,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,1480,3,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4,1900,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
3,1800,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2,1150,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
2,730,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1000,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,950,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,377,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
3,800,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,850,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2,1234,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1300,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,650,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,90,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,560,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
3,1400,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3,1500,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
3,1200,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,480,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
2,2200,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,550,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2,650,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
3,1350,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1625,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
1,360,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1100,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,1400,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
2,1000,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
2,1250,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3,1450,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1400,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4,1450,4,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,600,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,900,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3,1200,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,900,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1,700,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,400,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4,4000,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
1,650,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,800,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
3,2405,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,200,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1100,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,125,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,826,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1100,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3,1500,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1300,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,800,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2,500,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,730,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,400,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1300,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
1,480,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
3,1200,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,650,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,120,3,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3,1100,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2,1000,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1275,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1100,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,720,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,695,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,750,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,680,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,450,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3,1205,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2,1100,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2,770,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,650,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2,635,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,225,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,430,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,1065,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,1350,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1120,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
2,450,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,650,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
3,1600,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,1100,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2,1500,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,1200,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2,575,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,700,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,900,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,750,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,800,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,60,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,70,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,700,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,900,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3,1800,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
4,2500,6,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,920,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,900,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,850,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1,650,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,250,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1000,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,350,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
2,1100,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
3,1350,3,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,225,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
2,200,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2,700,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3,889,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,850,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
2,843,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,1350,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,900,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,850,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,1100,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,700,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1450,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3,1606,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1250,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3,2500,3,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2,550,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
3,2300,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2,700,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3,1280,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,800,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,619,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2,900,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,650,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
3,1105,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3,1121,3,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,750,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,750,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,850,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
2,75,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,450,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
2,1000,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1200,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2,75,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
3,1068,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
4,2050,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,560,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3,1300,3,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2,650,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
2,630,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,400,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
4,2650,5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
2,800,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2,70,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1,650,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
5,2300,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
1,40,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,850,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2,700,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,67,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4,2400,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2,771,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,400,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
3,1000,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
2,600,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,100,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,3276,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2,758,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,600,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,850,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,2100,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,600,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,450,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2,1250,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2,1025,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3,1550,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1,428,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
3,1050,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
6,2800,7,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,500,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,500,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,500,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,450,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3,1400,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2,990,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,850,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,663,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,500,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
3,1500,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
2,986,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
4,3000,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2,500,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,600,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
2,1080,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,850,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
2,700,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,750,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,1208,3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
1,220,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
1,600,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,800,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
3,1500,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,550,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,1200,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2,875,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3,1400,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3,1473,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4,2700,4,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
3,1300,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
2,1800,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4,1950,4,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
1,400,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2,650,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,600,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2,50,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,800,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
4,2000,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
2,800,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,600,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2,1100,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
2,700,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
2,103,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
1,400,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2,750,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,800,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
3,1800,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
1,500,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1,800,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1,420,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
2,700,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2,1000,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1,600,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
